food_name,food_category,food_type,food_origin,food_price,food_expiration_date,food_nutrition_facts,food_allergens,food_ingredients,food_brand,food_image,food_serving_size,food_calories,food_protein,food_fat,food_carbohydrates,food_sugar,food_fiber,food_vitamin_a,food_vitamin_c,food_calcium,food_iron,food_potassium,food_sodium,food_cholesterol,food_gluten_free,food_vegan,food_halal,food_kosher,food_gmo_free,food_organic
Venison - Liver,vegetable,organic,Canada,14.45,6/9/2022,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",soy,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",http://dummyimage.com/188x100.png/cc0000/ffffff,http://dummyimage.com/129x100.png/dddddd/000000,84.8,657,23.3,29.5,23.7,62.8,63.4,31.5,59.8,84.7,85.8,37.3,493,63.9,True,False,False,False,False,False
Instant Coffee,vegetable,conventional,Latvia,77.93,10/4/2023,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",shellfish,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,http://dummyimage.com/167x100.png/dddddd/000000,http://dummyimage.com/179x100.png/ff4444/ffffff,87.4,742,57.8,82.0,69.5,81.9,23.4,48.7,75.1,74.7,4.2,45.3,916,61.0,False,False,False,False,False,False
Bagelers,dairy,conventional,China,90.43,9/13/2022,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",fish,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,http://dummyimage.com/105x100.png/cc0000/ffffff,http://dummyimage.com/221x100.png/cc0000/ffffff,37.3,459,60.2,36.3,1.1,5.5,37.1,61.9,57.6,38.7,32.2,78.7,17,3.9,True,True,True,True,False,True
"Juice - Clamato, 341 Ml",fruit,conventional,China,61.35,8/23/2022,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,eggs,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,http://dummyimage.com/102x100.png/5fa2dd/ffffff,http://dummyimage.com/160x100.png/dddddd/000000,3.8,880,64.1,58.1,22.2,19.8,28.9,66.1,25.9,79.0,85.6,74.8,203,36.7,True,False,False,True,True,True
Venison - Racks Frenched,dairy,organic,France,48.55,2/11/2022,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,fish,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",http://dummyimage.com/133x100.png/ff4444/ffffff,http://dummyimage.com/157x100.png/5fa2dd/ffffff,40.6,385,25.5,95.8,27.1,28.6,64.1,96.9,23.4,73.3,92.9,51.1,433,48.7,False,False,True,True,False,False
"Wine - Red, Mosaic Zweigelt",dairy,conventional,Philippines,63.73,2/27/2022,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",milk,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",http://dummyimage.com/171x100.png/dddddd/000000,http://dummyimage.com/200x100.png/dddddd/000000,85.8,286,13.1,78.3,17.4,28.1,2.5,46.9,7.3,66.5,64.7,41.1,494,95.7,False,True,False,True,False,True
Spic And Span All Purpose,meat,organic,China,81.74,11/25/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",tree nuts,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",http://dummyimage.com/173x100.png/dddddd/000000,http://dummyimage.com/130x100.png/ff4444/ffffff,24.9,349,98.2,61.0,80.3,88.9,48.8,19.6,84.7,22.0,54.9,65.0,294,20.7,False,True,False,True,True,False
"Turkey - Breast, Smoked",fruit,conventional,Philippines,17.39,2/19/2022,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",eggs,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://dummyimage.com/170x100.png/dddddd/000000,http://dummyimage.com/247x100.png/cc0000/ffffff,73.1,737,39.8,41.7,92.8,33.6,94.2,39.7,15.6,53.9,57.5,2.6,562,51.6,False,False,True,False,True,False
Chocolate - Mi - Amere Semi,grain,conventional,Philippines,39.4,4/24/2022,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",shellfish,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/248x100.png/cc0000/ffffff,http://dummyimage.com/104x100.png/cc0000/ffffff,36.4,661,0.8,45.0,55.2,76.8,38.5,84.8,70.8,34.0,53.8,74.3,912,74.2,False,False,False,True,True,True
Tarts Assorted,dairy,organic,China,66.24,6/12/2022,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",tree nuts,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/223x100.png/dddddd/000000,http://dummyimage.com/103x100.png/cc0000/ffffff,89.5,336,12.4,3.6,57.2,29.9,64.5,35.4,63.4,17.5,84.5,41.1,907,54.7,True,False,False,False,True,False
"Salmon - Atlantic, Skin On",meat,conventional,Russia,61.01,1/28/2022,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,wheat,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,http://dummyimage.com/196x100.png/cc0000/ffffff,http://dummyimage.com/235x100.png/5fa2dd/ffffff,82.5,888,76.2,32.0,20.4,35.6,92.2,0.4,67.1,81.5,95.6,61.6,246,96.5,False,False,False,True,True,True
Flour - Masa De Harina Mexican,meat,organic,Canada,33.3,11/20/2023,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",tree nuts,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",http://dummyimage.com/189x100.png/5fa2dd/ffffff,http://dummyimage.com/107x100.png/ff4444/ffffff,12.8,254,86.5,48.5,81.1,78.5,94.9,32.7,27.6,51.1,37.9,86.0,464,94.5,False,True,True,True,False,True
Milk - Skim,vegetable,organic,Indonesia,35.92,3/9/2023,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",soy,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",http://dummyimage.com/161x100.png/5fa2dd/ffffff,http://dummyimage.com/120x100.png/ff4444/ffffff,76.0,701,62.8,72.3,12.4,72.8,68.2,43.1,70.6,86.9,82.9,88.0,723,55.0,False,False,False,True,False,True
Bread - Italian Roll With Herbs,grain,organic,Indonesia,68.1,6/25/2022,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",shellfish,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",http://dummyimage.com/230x100.png/5fa2dd/ffffff,http://dummyimage.com/249x100.png/5fa2dd/ffffff,39.0,573,16.9,58.5,56.4,40.2,25.4,41.0,83.4,40.9,33.3,67.0,187,83.3,True,True,True,True,False,False
"Pasta - Lasagna, Dry",dairy,organic,Indonesia,49.24,9/4/2022,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",eggs,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",http://dummyimage.com/137x100.png/dddddd/000000,http://dummyimage.com/187x100.png/dddddd/000000,43.4,356,39.7,91.9,11.8,25.8,32.4,55.4,88.9,72.5,15.8,60.3,734,99.0,False,False,True,False,False,True
Cabbage - Green,fruit,organic,United States,78.93,5/16/2022,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",milk,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",http://dummyimage.com/137x100.png/dddddd/000000,http://dummyimage.com/135x100.png/cc0000/ffffff,81.7,775,36.2,43.9,17.5,99.3,63.2,63.1,7.7,53.9,25.7,5.0,889,51.9,True,False,True,False,True,False
Bread Ww Cluster,meat,organic,United States,27.27,1/3/2023,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",fish,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",http://dummyimage.com/100x100.png/dddddd/000000,http://dummyimage.com/210x100.png/cc0000/ffffff,52.8,316,78.8,1.5,0.4,57.1,86.6,82.8,97.0,0.1,90.4,98.8,98,69.1,False,True,True,False,True,True
Coffee - Dark Roast,fruit,organic,Russia,84.65,5/21/2022,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",peanuts,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/100x100.png/5fa2dd/ffffff,http://dummyimage.com/247x100.png/cc0000/ffffff,75.8,409,49.2,35.9,39.8,5.2,58.9,42.0,81.1,3.0,43.8,39.2,909,76.5,True,False,True,False,False,False
Chocolate - Chips Compound,meat,organic,China,13.29,8/16/2022,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",soy,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",http://dummyimage.com/127x100.png/ff4444/ffffff,http://dummyimage.com/100x100.png/5fa2dd/ffffff,15.1,52,75.0,91.1,21.6,48.5,26.1,10.2,88.5,70.9,31.2,62.1,933,95.0,False,False,True,False,False,True
Grapefruit - Pink,dairy,conventional,Portugal,89.74,2/20/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",soy,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",http://dummyimage.com/164x100.png/5fa2dd/ffffff,http://dummyimage.com/173x100.png/dddddd/000000,29.8,368,45.2,28.9,71.6,67.0,96.3,20.7,59.3,7.4,23.5,49.0,250,36.5,False,True,False,False,False,False
"Coffee - Beans, Whole",fruit,conventional,China,26.46,9/3/2022,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",peanuts,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",http://dummyimage.com/245x100.png/5fa2dd/ffffff,http://dummyimage.com/204x100.png/ff4444/ffffff,34.3,561,54.3,82.6,48.3,64.7,82.8,91.8,94.8,26.1,50.6,38.0,407,9.6,True,True,False,True,False,False
Dry Ice,vegetable,conventional,Sweden,44.16,12/7/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",fish,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,http://dummyimage.com/177x100.png/ff4444/ffffff,http://dummyimage.com/245x100.png/ff4444/ffffff,33.9,239,68.2,90.5,94.3,59.3,9.6,14.2,77.7,63.8,72.0,48.0,300,4.0,False,True,True,False,False,False
Soup - Base Broth Chix,grain,conventional,Bulgaria,41.59,2/24/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",peanuts,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",http://dummyimage.com/117x100.png/cc0000/ffffff,http://dummyimage.com/176x100.png/ff4444/ffffff,47.2,731,12.4,81.8,29.2,36.4,77.4,5.2,54.9,63.7,60.8,89.6,352,10.4,True,False,True,True,True,False
Chicken - White Meat With Tender,vegetable,organic,Nigeria,88.32,1/18/2022,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",fish,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",http://dummyimage.com/240x100.png/5fa2dd/ffffff,http://dummyimage.com/103x100.png/ff4444/ffffff,20.8,831,7.7,58.6,59.4,44.1,64.7,18.6,14.1,99.8,25.7,44.3,132,45.8,True,False,False,True,False,True
